,target,source,targ_word,src_word,alternatives,analogy_type
0,student,students,difference,differences,,I01 [noun - plural_reg]
1,student,students,product,products,,I01 [noun - plural_reg]
2,student,students,version,versions,,I01 [noun - plural_reg]
3,student,students,language,languages,,I01 [noun - plural_reg]
4,student,students,hour,hours,,I01 [noun - plural_reg]
5,friend,friends,street,streets,,I01 [noun - plural_reg]
6,friend,friends,event,events,,I01 [noun - plural_reg]
7,friend,friends,fact,facts,,I01 [noun - plural_reg]
8,friend,friends,application,applications,,I01 [noun - plural_reg]
9,friend,friends,development,developments,,I01 [noun - plural_reg]
10,car,cars,office,offices,,I01 [noun - plural_reg]
11,car,cars,player,players,,I01 [noun - plural_reg]
12,car,cars,solution,solutions,,I01 [noun - plural_reg]
13,car,cars,government,governments,,I01 [noun - plural_reg]
14,car,cars,development,developments,,I01 [noun - plural_reg]
15,solution,solutions,area,areas,,I01 [noun - plural_reg]
16,solution,solutions,song,songs,,I01 [noun - plural_reg]
17,solution,solutions,user,users,,I01 [noun - plural_reg]
18,solution,solutions,government,governments,,I01 [noun - plural_reg]
19,solution,solutions,director,directors,,I01 [noun - plural_reg]
20,month,months,month,months,,I01 [noun - plural_reg]
21,month,months,department,departments,,I01 [noun - plural_reg]
22,month,months,role,roles,,I01 [noun - plural_reg]
23,month,months,college,colleges,,I01 [noun - plural_reg]
24,month,months,government,governments,,I01 [noun - plural_reg]
25,day,days,science,sciences,,I01 [noun - plural_reg]
26,day,days,player,players,,I01 [noun - plural_reg]
27,day,days,example,examples,,I01 [noun - plural_reg]
28,day,days,law,laws,,I01 [noun - plural_reg]
29,day,days,day,days,,I01 [noun - plural_reg]
30,example,examples,member,members,,I01 [noun - plural_reg]
31,example,examples,death,deaths,,I01 [noun - plural_reg]
32,example,examples,week,weeks,,I01 [noun - plural_reg]
33,example,examples,song,songs,,I01 [noun - plural_reg]
34,example,examples,town,towns,,I01 [noun - plural_reg]
35,hour,hours,idea,ideas,,I01 [noun - plural_reg]
36,hour,hours,river,rivers,,I01 [noun - plural_reg]
37,hour,hours,road,roads,,I01 [noun - plural_reg]
38,hour,hours,customer,customers,,I01 [noun - plural_reg]
39,hour,hours,event,events,,I01 [noun - plural_reg]
40,period,periods,department,departments,,I01 [noun - plural_reg]
41,period,periods,resource,resources,,I01 [noun - plural_reg]
42,period,periods,example,examples,,I01 [noun - plural_reg]
43,period,periods,council,councils,,I01 [noun - plural_reg]
44,period,periods,solution,solutions,,I01 [noun - plural_reg]
45,night,nights,population,populations,,I01 [noun - plural_reg]
46,night,nights,idea,ideas,,I01 [noun - plural_reg]
47,night,nights,department,departments,,I01 [noun - plural_reg]
48,night,nights,example,examples,,I01 [noun - plural_reg]
49,night,nights,development,developments,,I01 [noun - plural_reg]
50,customer,customers,office,offices,,I01 [noun - plural_reg]
51,customer,customers,idea,ideas,,I01 [noun - plural_reg]
52,customer,customers,version,versions,,I01 [noun - plural_reg]
53,customer,customers,role,roles,,I01 [noun - plural_reg]
54,customer,customers,day,days,,I01 [noun - plural_reg]
55,god,gods,population,populations,,I01 [noun - plural_reg]
56,god,gods,street,streets,,I01 [noun - plural_reg]
57,god,gods,website,websites,,I01 [noun - plural_reg]
58,god,gods,river,rivers,,I01 [noun - plural_reg]
59,god,gods,law,laws,,I01 [noun - plural_reg]
60,song,songs,song,songs,,I01 [noun - plural_reg]
61,song,songs,car,cars,,I01 [noun - plural_reg]
62,song,songs,customer,customers,,I01 [noun - plural_reg]
63,song,songs,problem,problems,,I01 [noun - plural_reg]
64,song,songs,version,versions,,I01 [noun - plural_reg]
65,event,events,song,songs,,I01 [noun - plural_reg]
66,event,events,month,months,,I01 [noun - plural_reg]
67,event,events,friend,friends,,I01 [noun - plural_reg]
68,event,events,example,examples,,I01 [noun - plural_reg]
69,event,events,student,students,,I01 [noun - plural_reg]
70,law,laws,user,users,,I01 [noun - plural_reg]
71,law,laws,friend,friends,,I01 [noun - plural_reg]
72,law,laws,government,governments,,I01 [noun - plural_reg]
73,law,laws,system,systems,,I01 [noun - plural_reg]
74,law,laws,problem,problems,,I01 [noun - plural_reg]
75,player,players,role,roles,,I01 [noun - plural_reg]
76,player,players,student,students,,I01 [noun - plural_reg]
77,player,players,product,products,,I01 [noun - plural_reg]
78,player,players,user,users,,I01 [noun - plural_reg]
79,player,players,idea,ideas,,I01 [noun - plural_reg]
80,river,rivers,college,colleges,,I01 [noun - plural_reg]
81,river,rivers,user,users,,I01 [noun - plural_reg]
82,river,rivers,development,developments,,I01 [noun - plural_reg]
83,river,rivers,product,products,,I01 [noun - plural_reg]
84,river,rivers,population,populations,,I01 [noun - plural_reg]
85,thing,things,thing,things,,I01 [noun - plural_reg]
86,thing,things,example,examples,,I01 [noun - plural_reg]
87,thing,things,development,developments,,I01 [noun - plural_reg]
88,thing,things,solution,solutions,,I01 [noun - plural_reg]
89,thing,things,day,days,,I01 [noun - plural_reg]
90,difference,differences,song,songs,,I01 [noun - plural_reg]
91,difference,differences,difference,differences,,I01 [noun - plural_reg]
92,difference,differences,month,months,,I01 [noun - plural_reg]
93,difference,differences,example,examples,,I01 [noun - plural_reg]
94,difference,differences,law,laws,,I01 [noun - plural_reg]
95,user,users,version,versions,,I01 [noun - plural_reg]
96,user,users,thing,things,,I01 [noun - plural_reg]
97,user,users,director,directors,,I01 [noun - plural_reg]
98,user,users,department,departments,,I01 [noun - plural_reg]
99,user,users,album,albums,,I01 [noun - plural_reg]
100,director,directors,science,sciences,,I01 [noun - plural_reg]
101,director,directors,student,students,,I01 [noun - plural_reg]
102,director,directors,town,towns,,I01 [noun - plural_reg]
103,director,directors,hour,hours,,I01 [noun - plural_reg]
104,director,directors,day,days,,I01 [noun - plural_reg]
105,product,products,population,populations,,I01 [noun - plural_reg]
106,product,products,month,months,,I01 [noun - plural_reg]
107,product,products,college,colleges,,I01 [noun - plural_reg]
108,product,products,event,events,,I01 [noun - plural_reg]
109,product,products,problem,problems,,I01 [noun - plural_reg]
110,town,towns,example,examples,,I01 [noun - plural_reg]
111,town,towns,development,developments,,I01 [noun - plural_reg]
112,town,towns,hour,hours,,I01 [noun - plural_reg]
113,town,towns,thing,things,,I01 [noun - plural_reg]
114,town,towns,event,events,,I01 [noun - plural_reg]
115,street,streets,council,councils,,I01 [noun - plural_reg]
116,street,streets,god,gods,,I01 [noun - plural_reg]
117,street,streets,population,populations,,I01 [noun - plural_reg]
118,street,streets,year,years,,I01 [noun - plural_reg]
119,street,streets,month,months,,I01 [noun - plural_reg]
120,office,offices,idea,ideas,,I01 [noun - plural_reg]
121,office,offices,system,systems,,I01 [noun - plural_reg]
122,office,offices,law,laws,,I01 [noun - plural_reg]
123,office,offices,development,developments,,I01 [noun - plural_reg]
124,office,offices,road,roads,,I01 [noun - plural_reg]
125,role,roles,album,albums,,I01 [noun - plural_reg]
126,role,roles,student,students,,I01 [noun - plural_reg]
127,role,roles,product,products,,I01 [noun - plural_reg]
128,role,roles,song,songs,,I01 [noun - plural_reg]
129,role,roles,road,roads,,I01 [noun - plural_reg]
130,population,populations,language,languages,,I01 [noun - plural_reg]
131,population,populations,god,gods,,I01 [noun - plural_reg]
132,population,populations,river,rivers,,I01 [noun - plural_reg]
133,population,populations,customer,customers,,I01 [noun - plural_reg]
134,population,populations,population,populations,,I01 [noun - plural_reg]
135,council,councils,hour,hours,,I01 [noun - plural_reg]
136,council,councils,version,versions,,I01 [noun - plural_reg]
137,council,councils,period,periods,,I01 [noun - plural_reg]
138,council,councils,fact,facts,,I01 [noun - plural_reg]
139,council,councils,customer,customers,,I01 [noun - plural_reg]
140,resource,resources,student,students,,I01 [noun - plural_reg]
141,resource,resources,song,songs,,I01 [noun - plural_reg]
142,resource,resources,system,systems,,I01 [noun - plural_reg]
143,resource,resources,website,websites,,I01 [noun - plural_reg]
144,resource,resources,application,applications,,I01 [noun - plural_reg]
145,language,languages,fact,facts,,I01 [noun - plural_reg]
