,target,source,targ_word,src_word,alternatives,analogy_type
0,c d e f,b d e f,d x e x f x g x h x i x j x k x,c x e x f x g x h x i x j x k x,,letter_analogy_2gen_split1
1,b c d e,b c d e f,i g e c,i g e c a,,letter_analogy_2gen_split1
2,v w x x y z,v w x y z,11 13 15 17 17 19,11 13 15 17 19,,letter_analogy_2gen_split1
3,p q r s t t,p q r s t,23 22 21 20 20 19,23 22 21 20 19,,letter_analogy_2gen_split1
4,n o p r q,n o p q r,t p r n l,t r p n l,,letter_analogy_2gen_split1
5,m n o p,m n o p q,g x h x i x j x k x l x m x n x,g x h x i x j x k x l x m x n x o x,,letter_analogy_2gen_split1
6,o p q r,n p q r,6 7 8 9 10 11 12 13,5 7 8 9 10 11 12 13,,letter_analogy_2gen_split1
7,s t u v,r t u v,r r s s t t u u v v w w x x y y,q q s s t t u u v v w w x x y y,,letter_analogy_2gen_split1
8,o p q r,o p q r s,p p r r t t v v,p p r r t t v v x x,,letter_analogy_2gen_split1
9,d e f g g h,d e f g h,o o o o n n m m l l k k,o o n n m m l l k k,,letter_analogy_2gen_split1
10,k l m n,k l m n o,n n m m l l k k,n n m m l l k k j j,,letter_analogy_2gen_split1
11,f e d g h,d e f g h,m l k j i h e f g,m l k j i h g f e,,letter_analogy_2gen_split1
12,d e f g g h,d e f g h,f f g g h h i i i i j j k k l l m m n n,f f g g h h i i j j k k l l m m n n,,letter_analogy_2gen_split1
13,k l m n n o,k l m n o,q p p o n m l k j i,q p o n m l k j i,,letter_analogy_2gen_split1
14,f c h i j,f g h i j,t t x x e e x x f f x x g g x x h h x x,d d x x e e x x f f x x g g x x h h x x,,letter_analogy_2gen_split1
15,h i j k s,h i j k l,r q p o n t l k j,r q p o n m l k j,,letter_analogy_2gen_split1
16,b c c d e f,b c d e f,4 0 4 0 5 0 6 0 7 0 8 0,4 0 5 0 6 0 7 0 8 0,,letter_analogy_2gen_split1
17,s t u u v w,s t u v w,k x k x m x o x q x s x,k x m x o x q x s x,,letter_analogy_2gen_split1
18,a b c d,a b c d e,3 5 7 9,3 5 7 9 11,,letter_analogy_2gen_split1
19,y w x v z,v w x y z,c c e e d d f f b b,f f e e d d c c b b,,letter_analogy_2gen_split1
20,u v w x,t v w x,h f d b,j f d b,,letter_analogy_2gen_split1
21,r s t u,q s t u,i i h h g g f f,j j h h g g f f,,letter_analogy_2gen_split1
22,d f e g h,d e f g h,13 0 12 0 14 0 15 0 16 0,12 0 13 0 14 0 15 0 16 0,,letter_analogy_2gen_split1
23,e f f g h i,e f g h i,q o m m k i,q o m k i,,letter_analogy_2gen_split1
24,c e d f g,c d e f g,18 0 15 0 16 0 17 0 14 0,14 0 15 0 16 0 17 0 18 0,,letter_analogy_2gen_split1
25,k l m n,j l m n,e e g g i i k k,c c g g i i k k,,letter_analogy_2gen_split1
26,e f g h,e f g i,25 24 23 22,25 24 23 21,,letter_analogy_2gen_split1
27,i i j k l m,i j k l m,k k x x k k x x l l x x m m x x n n x x o o x x,k k x x l l x x m m x x n n x x o o x x,,letter_analogy_2gen_split1
28,b c d m f,b c d e f,20 18 17 16 15,19 18 17 16 15,,letter_analogy_2gen_split1
29,r q p s t,p q r s t,s u w q o,w u s q o,,letter_analogy_2gen_split1
30,e f g h,d f g h,4 4 5 5 6 6 7 7,3 3 5 5 6 6 7 7,,letter_analogy_2gen_split1
31,e f g h,e f g i,f f x x g g x x h h x x i i x x,f f x x g g x x h h x x j j x x,,letter_analogy_2gen_split1
32,g f e h i,e f g h i,i i l l k k j j m m,m m l l k k j j i i,,letter_analogy_2gen_split1
33,j h l m n,j k l m n,h x w x j x k x l x m x n x o x p x,h x i x j x k x l x m x n x o x p x,,letter_analogy_2gen_split1
34,g k i j h,g h i j k,l l o o n n m m p p,p p o o n n m m l l,,letter_analogy_2gen_split1
35,j k l m,i k l m,l n p r t v x z,j n p r t v x z,,letter_analogy_2gen_split1
36,d e f g,d e f h,20 19 18 17,20 19 18 16,,letter_analogy_2gen_split1
37,c d e f,c d e f g,u u x x v v x x w w x x x x x x,u u x x v v x x w w x x x x x x y y x x,,letter_analogy_2gen_split1
38,i j k l,h j k l,4 4 5 5 6 6 7 7,3 3 5 5 6 6 7 7,,letter_analogy_2gen_split1
39,k l m n e,k l m n o,w w m m n n o o p p q q r r s s t t,l l m m n n o o p p q q r r s s t t,,letter_analogy_2gen_split1
40,b h d e f,b c d e f,10 0 11 0 15 0 13 0 14 0,10 0 11 0 12 0 13 0 14 0,,letter_analogy_2gen_split1
41,c d e f,b d e f,j j k k l l m m n n o o p p q q,i i k k l l m m n n o o p p q q,,letter_analogy_2gen_split1
42,k l m n,j l m n,e x f x g x h x i x j x k x l x,d x f x g x h x i x j x k x l x,,letter_analogy_2gen_split1
43,u v w x,t v w x,n x o x p x q x r x s x t x u x,m x o x p x q x r x s x t x u x,,letter_analogy_2gen_split1
44,g h j i k,g h i j k,24 18 20 22 16,16 18 20 22 24,,letter_analogy_2gen_split1
45,u v w x,t v w x,s q o m,u q o m,,letter_analogy_2gen_split1
46,j y l m n,j k l m n,s f o m k,s q o m k,,letter_analogy_2gen_split1
47,u v w w x y,u v w x y,v u t s r r q p o n,v u t s r q p o n,,letter_analogy_2gen_split1
48,s t u u v w,s t u v w,x w w v u t s r q p,x w v u t s r q p,,letter_analogy_2gen_split1
49,h i j k,g i j k,l x k x j x i x,m x k x j x i x,,letter_analogy_2gen_split1
